epoch,train_loss,eval_loss,eval_accuracy,eval_precision,eval_recall,eval_f1_score
0,2.096378675528935,1.721,0.751,0.002,0.001,0.001
1,0.5431797887597766,1.878,0.665,0.001,0.002,0.001
