epoch,train_loss,eval_loss,eval_accuracy,eval_precision,eval_recall,eval_f1_score
308,2.8419719248009527,2.658,0.601,0.644,0.601,0.597
309,2.834842365458429,2.656,0.601,0.644,0.601,0.597
310,2.8370497072343346,2.657,0.601,0.644,0.601,0.597
311,2.825121838215301,2.656,0.6,0.643,0.6,0.596
312,2.8287999491683014,2.658,0.601,0.643,0.601,0.597
313,2.844030046295062,2.657,0.6,0.645,0.6,0.597
314,2.8154147249653185,2.656,0.601,0.646,0.601,0.597
315,2.8021363515576585,2.658,0.6,0.642,0.6,0.596
316,2.8130366219390783,2.656,0.602,0.645,0.602,0.598
317,2.8302254683965686,2.657,0.6,0.644,0.6,0.596
318,2.8314467596528914,2.656,0.6,0.643,0.6,0.596
319,2.818706295758986,2.655,0.602,0.644,0.602,0.597
320,2.8130039982408355,2.659,0.6,0.643,0.6,0.596
321,2.8096916044859004,2.657,0.6,0.643,0.6,0.596
322,2.8080094892093888,2.656,0.602,0.646,0.602,0.598
323,2.8150408156662823,2.657,0.601,0.644,0.601,0.597
324,2.813579702048565,2.656,0.6,0.644,0.6,0.596
325,2.800096918388808,2.656,0.601,0.645,0.601,0.597
326,2.7745261031875224,2.657,0.6,0.643,0.599,0.596
327,2.7948941212478013,2.658,0.6,0.644,0.6,0.596
328,2.7921576432579998,2.657,0.6,0.644,0.6,0.597
329,2.781785482714931,2.658,0.6,0.643,0.6,0.596
330,2.8065083334200103,2.656,0.6,0.644,0.6,0.596
331,2.7841442122126367,2.657,0.601,0.644,0.601,0.597
332,2.7766983134390637,2.658,0.599,0.643,0.599,0.596
333,2.7778311248698966,2.657,0.6,0.643,0.6,0.596
334,2.7762761245921648,2.658,0.6,0.644,0.6,0.596
335,2.778078400902897,2.658,0.601,0.645,0.601,0.597
336,2.7641770272768085,2.657,0.601,0.644,0.601,0.597
337,2.7530308335269096,2.658,0.599,0.644,0.599,0.596
338,2.7736132019143596,2.656,0.601,0.644,0.601,0.597
339,2.7711362872335266,2.657,0.6,0.643,0.6,0.597
340,2.7656049671576177,2.657,0.6,0.644,0.6,0.596
341,2.755516921712769,2.657,0.601,0.645,0.601,0.598
342,2.763612675974123,2.656,0.601,0.646,0.601,0.597
343,2.7707282245802363,2.658,0.6,0.644,0.6,0.596
344,2.7396475759019956,2.656,0.601,0.644,0.601,0.597
345,2.7537320231219278,2.658,0.6,0.644,0.6,0.596
346,2.756451207099201,2.657,0.601,0.645,0.601,0.598
347,2.7580814267591323,2.656,0.601,0.645,0.601,0.598
348,2.743498403963139,2.657,0.6,0.643,0.6,0.596
349,2.756569298587257,2.655,0.6,0.643,0.6,0.596
350,2.7257282600807344,2.66,0.6,0.643,0.6,0.596
351,2.735798360632478,2.656,0.6,0.643,0.6,0.596
352,2.7204288410768807,2.656,0.6,0.643,0.6,0.596
353,2.7418424612898336,2.657,0.6,0.644,0.6,0.596
354,2.7307441033583753,2.657,0.6,0.643,0.6,0.596
355,2.74258756491063,2.657,0.599,0.642,0.599,0.595
356,2.7410340885893048,2.658,0.601,0.646,0.601,0.597
357,2.7246329137425627,2.656,0.6,0.645,0.6,0.597
358,2.722624890952945,2.656,0.599,0.642,0.599,0.595
359,2.7189951532071444,2.657,0.599,0.642,0.599,0.595
360,2.719886877911268,2.656,0.601,0.644,0.601,0.597
361,2.7248601739247924,2.657,0.602,0.646,0.602,0.598
362,2.710280542483004,2.655,0.602,0.645,0.602,0.598
363,2.7028872634259633,2.656,0.601,0.644,0.601,0.597
364,2.7123120889532193,2.658,0.601,0.643,0.601,0.597
365,2.7104685124125982,2.658,0.601,0.645,0.601,0.597
366,2.704447376820967,2.658,0.6,0.644,0.6,0.597
367,2.703959364470818,2.657,0.601,0.644,0.601,0.597
368,2.701554830876186,2.655,0.601,0.644,0.601,0.597
369,2.692997419451781,2.657,0.601,0.645,0.601,0.597
370,2.694132237340049,2.657,0.6,0.644,0.6,0.597
371,2.691980698572503,2.657,0.6,0.644,0.6,0.596
372,2.7022660123251323,2.657,0.601,0.645,0.601,0.597
373,2.691017278753739,2.655,0.601,0.644,0.601,0.597
374,2.6852289098236772,2.658,0.601,0.644,0.601,0.597
375,2.6739912250881,2.657,0.6,0.643,0.6,0.596
376,2.6800268970304826,2.657,0.601,0.644,0.601,0.597
377,2.682681105316257,2.657,0.6,0.644,0.6,0.596
378,2.6828848503404954,2.656,0.601,0.643,0.601,0.597
379,2.6775254027413236,2.656,0.601,0.645,0.601,0.597
380,2.6711834686086906,2.657,0.6,0.644,0.6,0.596
381,2.667043674817617,2.657,0.6,0.644,0.6,0.597
382,2.6675933555161637,2.658,0.599,0.643,0.599,0.595
383,2.641643485344714,2.655,0.601,0.644,0.601,0.597
384,2.648843410561125,2.654,0.601,0.646,0.601,0.597
385,2.6464725670625837,2.656,0.6,0.643,0.6,0.596
386,2.692489547445048,2.657,0.6,0.644,0.6,0.596
387,2.6856395261500663,2.657,0.599,0.643,0.599,0.595
388,2.6522195907912667,2.657,0.601,0.644,0.6,0.597
389,2.630867634960216,2.658,0.601,0.643,0.601,0.597
390,2.6669216430623184,2.656,0.6,0.644,0.6,0.597
391,2.6462888969934815,2.656,0.601,0.643,0.601,0.597
392,2.636339406243903,2.657,0.6,0.644,0.6,0.597
393,2.6361750401109814,2.657,0.6,0.644,0.6,0.597
394,2.626899930034324,2.656,0.6,0.643,0.6,0.596
395,2.6288345139161002,2.657,0.6,0.643,0.6,0.596
396,2.6353218273864947,2.657,0.599,0.643,0.599,0.596
397,2.6201666599269107,2.657,0.601,0.645,0.601,0.597
398,2.617179799012,2.657,0.6,0.643,0.6,0.596
399,2.601361947594215,2.657,0.601,0.645,0.601,0.597
400,2.635562835176357,2.657,0.6,0.643,0.6,0.596
401,2.62577445470958,2.656,0.6,0.644,0.6,0.597
402,2.614387783518941,2.657,0.6,0.643,0.6,0.596
403,2.5825425524898855,2.657,0.6,0.643,0.6,0.597
404,2.6001650877564932,2.657,0.599,0.643,0.599,0.595
405,2.5895267301897924,2.657,0.6,0.643,0.6,0.596
406,2.5874806796189405,2.656,0.6,0.644,0.6,0.596
407,2.601733591219933,2.655,0.601,0.644,0.601,0.597
408,2.5875594784065687,2.657,0.601,0.645,0.601,0.597
409,2.582436207154815,2.657,0.6,0.644,0.6,0.597
410,2.5733691515396537,2.657,0.6,0.642,0.6,0.596
411,2.5780172567073105,2.658,0.599,0.643,0.599,0.595
412,2.590262551798666,2.657,0.601,0.644,0.601,0.597
413,2.5771822734273595,2.658,0.6,0.643,0.6,0.596
414,2.5709864796101334,2.657,0.6,0.643,0.6,0.596
415,2.568635307431078,2.655,0.6,0.644,0.6,0.596
416,2.5735638251336073,2.657,0.6,0.644,0.6,0.596
417,2.5666785291809258,2.657,0.6,0.644,0.6,0.596
418,2.559371733229509,2.658,0.6,0.643,0.6,0.596
419,2.5598191610343166,2.657,0.601,0.644,0.601,0.597
420,2.5504099669859563,2.658,0.599,0.643,0.599,0.595
421,2.5508865784826895,2.656,0.6,0.644,0.6,0.597
422,2.5428053716496883,2.656,0.6,0.645,0.6,0.597
423,2.553633203394979,2.657,0.6,0.644,0.6,0.596
424,2.5360298570897655,2.656,0.601,0.643,0.601,0.597
425,2.537422004131247,2.657,0.6,0.643,0.6,0.596
