epoch,train_loss,eval_loss,eval_accuracy,eval_precision,eval_recall,eval_f1_score
0,6.597224813666895,6.26,0.013,0.006,0.013,0.005
1,5.871305765403018,5.647,0.048,0.049,0.048,0.031
2,5.304193665368431,5.062,0.125,0.135,0.125,0.103
3,4.844772189899122,4.649,0.184,0.222,0.184,0.163
4,4.4813951322894905,4.364,0.238,0.278,0.238,0.221
5,4.214022691348731,4.091,0.289,0.327,0.289,0.272
6,3.994798870800559,3.919,0.327,0.373,0.326,0.315
7,3.826792862625139,3.789,0.352,0.398,0.352,0.339
8,3.6837106537280278,3.678,0.374,0.423,0.374,0.362
9,3.572644515802341,3.523,0.412,0.448,0.412,0.401
10,3.464130950346547,3.457,0.422,0.462,0.422,0.415
11,3.3908359217378443,3.376,0.44,0.486,0.44,0.434
12,3.306705931646041,3.259,0.471,0.496,0.471,0.465
13,3.2500851050888513,3.23,0.481,0.496,0.481,0.47
14,3.188381175077322,3.177,0.487,0.509,0.487,0.479
15,3.1439892533951777,3.159,0.491,0.516,0.491,0.485
16,3.0915680924761064,3.1,0.503,0.528,0.503,0.496
17,3.0566235798268395,3.076,0.513,0.531,0.513,0.506
18,3.015859735833402,3.046,0.516,0.538,0.516,0.511
19,2.9842208450639385,3.015,0.52,0.544,0.52,0.514
20,2.9498893750227073,2.96,0.54,0.553,0.54,0.531
21,2.92273672122533,2.951,0.538,0.558,0.538,0.532
22,2.8891050480879787,2.928,0.544,0.561,0.544,0.539
23,2.864805683066527,2.9,0.549,0.566,0.549,0.544
24,2.8354559882083503,2.874,0.556,0.57,0.556,0.55
25,2.8213245837329626,2.857,0.561,0.575,0.561,0.555
26,2.797090788242374,2.851,0.561,0.576,0.561,0.556
27,2.7793440018341196,2.823,0.567,0.58,0.567,0.562
28,2.753707929529527,2.808,0.572,0.587,0.572,0.568
29,2.74531373865647,2.794,0.574,0.589,0.574,0.57
30,2.720043795744167,2.78,0.58,0.593,0.58,0.576
31,2.703953332119582,2.774,0.58,0.596,0.58,0.576
32,2.6872609373128884,2.754,0.586,0.597,0.586,0.581
33,2.6770947274296715,2.744,0.589,0.598,0.589,0.584
34,2.6607068842604575,2.744,0.588,0.602,0.588,0.583
35,2.647598292273699,2.729,0.59,0.603,0.59,0.585
36,2.6360596603418425,2.71,0.594,0.602,0.594,0.589
37,2.620353421803685,2.728,0.59,0.604,0.59,0.585
38,2.608973639351981,2.699,0.597,0.607,0.597,0.593
39,2.5981898083638058,2.7,0.599,0.609,0.599,0.595
40,2.586504321105295,2.689,0.6,0.61,0.6,0.595
41,2.5762039472966487,2.673,0.603,0.612,0.603,0.598
42,2.5663199703305093,2.675,0.603,0.613,0.603,0.598
43,2.558870934764763,2.675,0.605,0.615,0.605,0.6
44,2.5462692332184687,2.654,0.609,0.617,0.609,0.604
45,2.5372112563477214,2.648,0.608,0.617,0.608,0.604
46,2.528246868027855,2.651,0.609,0.618,0.609,0.605
47,2.5229850353063243,2.638,0.609,0.619,0.609,0.606
48,2.5129241499054547,2.637,0.613,0.621,0.613,0.609
49,2.5055331188171674,2.643,0.61,0.62,0.61,0.605
50,2.4951118169319124,2.639,0.611,0.622,0.611,0.607
51,2.489493634749815,2.625,0.616,0.623,0.616,0.611
52,2.4778077946736112,2.616,0.619,0.626,0.619,0.615
53,2.479360573396557,2.624,0.617,0.626,0.617,0.612
54,2.4632687419133736,2.614,0.62,0.627,0.62,0.615
55,2.4615652177713554,2.615,0.618,0.628,0.618,0.614
56,2.4546135090114802,2.604,0.621,0.627,0.621,0.616
57,2.45208902741947,2.608,0.62,0.629,0.62,0.616
58,2.442301935971125,2.601,0.623,0.63,0.623,0.618
59,2.440041316443914,2.596,0.622,0.628,0.622,0.618
60,2.4299165716302036,2.589,0.626,0.632,0.626,0.621
61,2.4281137546850373,2.586,0.625,0.632,0.625,0.621
