epoch,train_loss,eval_loss,eval_accuracy,eval_precision,eval_recall,eval_f1_score
0,6.385577228331568,6.087,0.017,0.006,0.017,0.006
1,6.202964479528544,6.004,0.019,0.009,0.019,0.008
2,6.163971577327632,5.962,0.021,0.01,0.021,0.009
3,6.147534826857332,5.924,0.024,0.01,0.024,0.011
4,6.138693484491563,5.929,0.024,0.012,0.024,0.011
5,6.132418344268338,5.915,0.025,0.014,0.025,0.012
6,6.127111735252463,5.944,0.023,0.013,0.023,0.011
